,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,year_since_1st_renovation,city,statezip,price
3747,4.0,1.0,1410,3376,1.5,0,0,5,0,84,35,50,563000.0
3748,4.0,2.75,3770,10900,2.0,0,2,5,700,56,35,64,1695000.0
3749,3.0,2.0,1190,4072,1.5,0,0,5,0,7,35,57,245000.0
3750,3.0,2.0,1410,6413,1.0,0,0,4,500,88,35,54,590000.0
3751,3.0,2.0,2500,4080,1.5,0,0,5,820,56,35,47,695000.0
3752,2.0,1.0,800,2280,1.0,0,0,5,0,46,35,50,402500.0
3753,3.0,2.5,2530,13446,2.0,0,0,3,0,93,11,11,435000.0
3754,3.0,2.0,2570,28500,1.0,0,0,3,600,109,31,31,660000.0
3755,3.0,2.75,2090,9620,1.0,0,0,3,750,100,14,13,300000.0
3756,5.0,2.25,2980,7781,1.0,0,0,3,1400,112,35,60,600000.0
3757,3.0,1.75,1170,8239,1.0,0,0,3,0,113,9,26,205000.0
3758,3.0,3.5,2080,5100,2.0,0,0,3,0,103,21,23,357500.0
3759,5.0,3.25,3350,4000,2.0,0,0,4,840,97,35,48,1110000.0
3760,2.0,2.5,1050,1029,2.0,0,0,3,100,107,35,59,332888.0
3761,2.0,1.0,900,13531,1.0,0,0,3,0,114,28,28,174000.0
3762,2.0,1.0,1050,5000,1.0,0,0,5,0,7,35,50,515000.0
3763,5.0,2.25,3740,32481,1.5,0,0,3,1500,104,10,73,392000.0
3764,4.0,1.75,1430,4096,2.0,0,0,3,0,105,35,59,485000.0
3765,3.0,1.75,1400,9546,1.0,0,0,4,0,84,14,2,217500.0
3766,3.0,2.25,1600,45613,2.0,0,0,4,0,83,42,41,502000.0
3767,3.0,2.25,2880,9750,2.0,0,0,3,0,89,3,5,820000.0
3768,3.0,3.25,3140,5445,2.0,0,3,4,900,13,35,52,1640000.0
3769,2.0,1.0,820,4320,1.0,0,0,3,0,99,35,49,102500.0
3770,5.0,5.5,5190,12637,2.0,0,2,3,0,101,38,38,925000.0
3771,4.0,2.5,2180,10140,1.0,0,0,4,1000,68,31,31,540000.0
3772,2.0,1.0,910,2002,1.5,0,0,3,0,105,35,53,600000.0
3773,4.0,1.0,1580,8475,1.5,0,2,4,0,28,35,71,406000.0
3774,4.0,3.0,2130,6325,1.0,0,0,5,690,85,35,55,620000.0
3775,4.0,2.5,4570,16015,2.0,0,2,3,0,109,33,42,1060000.0
3776,3.0,2.0,1240,11172,1.0,0,0,3,240,84,33,42,401000.0
3777,3.0,1.75,1860,6000,2.0,0,2,4,0,59,35,64,725000.0
3778,1.0,0.75,370,1801,1.0,0,0,5,0,23,35,56,276000.0
3779,5.0,3.25,3130,12087,2.0,0,0,3,950,75,16,15,500000.0
3780,3.0,1.75,2530,35150,1.0,0,0,4,730,77,18,26,375000.0
3781,4.0,4.75,3970,9778,2.0,0,2,4,580,28,35,58,2300000.0
3782,3.0,2.25,1920,9680,1.0,0,0,4,620,101,18,19,260000.0
3783,4.0,2.75,2970,12750,1.5,0,1,4,840,86,3,3,1565000.0
3784,4.0,2.5,2300,6087,2.0,0,0,3,0,101,32,34,431000.0
3785,4.0,2.5,1830,9601,2.0,0,0,3,0,103,21,23,321000.0
3786,4.0,1.5,1550,5053,1.0,0,0,4,370,63,35,57,433000.0
3787,4.0,3.5,4080,10666,2.0,0,0,3,0,105,31,32,920000.0
3788,3.0,2.25,1710,21485,2.0,0,0,3,0,89,33,42,482000.0
3789,3.0,2.5,2375,4094,2.0,0,0,3,0,102,31,31,712000.0
3790,4.0,2.75,2200,9778,1.0,0,0,4,1100,62,3,5,505000.0
3791,3.0,2.25,3530,17450,1.0,1,3,3,1690,93,23,25,2367000.0
3792,3.0,1.75,1110,9012,1.0,0,0,4,0,66,31,31,452000.0
3793,4.0,1.0,1630,2566,1.5,0,0,3,0,100,35,59,581000.0
3794,4.0,1.5,2550,5055,2.0,0,0,4,0,10,35,53,952500.0
3795,4.0,2.25,2500,8866,2.0,0,0,4,0,87,3,6,808000.0
3796,4.0,3.0,2890,6885,1.0,0,0,3,1300,113,35,54,476000.0
3797,4.0,1.75,1420,5000,1.5,0,0,4,0,45,35,56,535000.0
3798,4.0,3.5,4270,5800,2.0,0,3,5,1100,37,35,74,1356925.0
3799,3.0,2.5,2390,1984,2.0,0,0,3,170,108,16,17,629800.0
3800,4.0,2.5,2530,5048,2.0,0,0,3,0,114,21,23,417838.0
3801,4.0,2.5,2701,4500,2.0,0,0,3,0,114,1,45,399895.0
3802,4.0,2.75,3990,6637,2.0,0,0,3,0,103,31,32,825000.0
3803,4.0,2.5,2303,3826,2.0,0,0,3,0,106,1,45,300000.0
3804,2.0,2.25,1540,965,3.0,0,0,3,0,107,35,59,640000.0
3805,3.0,2.5,1450,1053,2.0,0,0,3,510,108,35,50,460000.0
3806,2.0,2.5,1160,1458,2.0,0,0,3,120,12,35,58,525000.0
3807,4.0,2.75,2910,6334,2.0,0,0,3,0,23,27,27,499990.0
3808,4.0,3.5,3770,8501,2.0,0,0,3,0,108,19,21,1020000.0
3809,5.0,2.25,2900,10300,1.0,0,0,3,1450,85,3,5,675000.0
3810,3.0,1.75,1540,3000,1.0,0,2,3,770,79,35,56,512031.0
3811,2.0,1.0,700,3000,1.0,0,0,4,0,74,35,47,310000.0
3812,3.0,2.5,3280,10302,1.0,0,0,3,1600,114,35,54,1075000.0
3813,4.0,2.0,2430,8960,1.0,0,0,3,1000,112,35,71,255000.0
3814,3.0,2.5,1900,7984,2.0,0,0,3,0,93,5,9,435000.0
3815,3.0,2.0,1660,15050,1.0,0,0,3,400,109,19,22,453000.0
3816,4.0,2.0,1620,7992,2.0,0,0,4,0,75,18,19,260000.0
3817,4.0,2.0,2090,10800,1.0,0,0,4,0,99,23,25,659000.0
3818,3.0,2.0,1110,7231,1.0,0,0,4,0,91,18,19,223000.0
3819,5.0,3.25,3760,9792,2.0,0,0,3,1210,84,3,5,851000.0
3820,3.0,2.25,2080,12134,1.0,0,0,4,550,73,31,31,605000.0
3821,4.0,2.25,1950,5950,1.0,0,0,3,620,112,35,52,895000.0
3822,5.0,2.25,2570,13054,1.0,0,1,3,1100,92,26,68,519000.0
3823,3.0,1.75,2330,12141,1.0,0,0,3,940,109,42,41,535000.0
3824,3.0,3.0,3700,10375,2.0,0,0,3,0,82,34,72,489000.0
3825,3.0,2.25,1920,7738,1.0,0,0,3,400,93,6,66,250000.0
3826,3.0,2.25,1900,3960,1.5,0,0,3,700,110,35,59,580000.0
3827,4.0,1.75,1440,13296,1.0,0,0,4,0,67,3,3,1038000.0
3828,4.0,2.25,2940,48788,1.0,0,0,5,1420,61,17,16,605000.0
3829,4.0,3.5,2500,3080,2.0,0,0,3,690,108,31,31,599950.0
3830,3.0,2.5,2490,23891,2.0,0,0,3,0,93,31,32,700000.0
3831,3.0,2.0,1470,10052,1.0,0,0,4,0,56,35,60,480000.0
3832,4.0,2.5,2120,4558,2.0,0,0,3,0,102,21,23,329950.0
3833,3.0,1.75,1200,24805,1.0,0,0,3,0,84,18,19,250000.0
3834,5.0,2.5,2450,6994,2.0,0,0,3,0,102,18,18,345000.0
3835,4.0,2.5,1780,6000,2.0,0,0,3,0,91,10,73,175000.0
3836,5.0,1.0,1590,6700,1.5,0,0,3,500,99,35,65,185000.0
3837,4.0,2.0,2370,76665,2.0,0,0,4,0,100,1,0,411000.0
3838,3.0,1.5,1760,4000,2.0,0,0,3,0,108,35,46,690000.0
3839,4.0,3.0,1940,8170,1.0,0,0,4,0,48,36,67,265000.0
3840,4.0,3.0,3550,12327,1.5,0,0,4,1370,90,5,9,720000.0
3841,4.0,2.5,2050,5787,2.0,0,0,3,0,102,10,73,256000.0
3842,4.0,2.25,1680,3179,2.0,0,0,3,0,102,1,45,255000.0
3843,3.0,2.25,1320,1800,2.0,0,0,3,0,94,35,59,540000.0
3844,3.0,2.25,1550,5511,2.0,0,0,3,0,100,19,21,481015.0
3845,3.0,1.75,2680,8625,1.0,0,0,5,1090,74,16,15,575000.0
3846,3.0,2.5,2390,34041,1.0,0,0,3,550,84,18,26,339950.0
3847,4.0,2.5,2040,7260,2.0,0,0,4,0,63,36,62,475000.0
3848,3.0,3.75,2670,6517,2.5,0,4,4,650,77,35,61,732000.0
3849,4.0,1.75,1880,3720,1.5,0,0,4,0,24,35,52,860000.0
3850,4.0,1.75,2400,7700,1.5,0,0,4,900,27,35,62,389000.0
3851,3.0,1.75,2270,11472,1.0,0,0,4,900,56,35,70,645000.0
3852,4.0,2.5,1850,5444,2.0,0,0,5,0,81,19,22,475000.0
3853,4.0,2.75,2160,5005,1.0,0,0,3,730,100,35,54,550000.0
3854,2.0,1.0,2160,12960,1.0,0,0,3,800,97,40,69,305000.0
3855,2.0,1.5,1570,3600,1.5,0,2,4,250,90,35,58,782000.0
3856,3.0,2.0,1340,7200,1.5,0,0,4,0,23,35,57,545000.0
3857,4.0,2.5,3002,6042,2.0,0,0,3,0,103,18,19,394500.0
3858,5.0,2.0,2190,9072,1.0,0,0,5,1080,65,31,31,600000.0
3859,4.0,1.75,2610,21600,1.0,0,0,4,0,66,8,3,1300000.0
3860,2.0,1.0,1010,11919,1.0,0,0,3,0,112,36,67,300000.0
3861,4.0,2.5,2105,6093,2.0,0,0,3,0,103,18,26,330000.0
3862,4.0,2.25,2430,4748,1.5,0,0,3,800,54,35,55,723000.0
3863,4.0,3.25,4040,18916,1.0,0,0,4,0,79,22,24,2271150.0
3864,5.0,2.5,2160,7737,2.0,0,0,3,0,106,38,38,480000.0
3865,2.0,1.0,900,9260,1.0,0,0,3,0,46,35,50,496000.0
3866,3.0,3.0,1820,1641,3.0,0,0,3,280,106,35,58,625000.0
3867,4.0,2.0,2100,13468,1.0,0,0,5,1050,62,35,60,475000.0
3868,3.0,2.25,1520,7199,2.0,0,0,4,0,92,21,23,275250.0
3869,2.0,1.0,1310,7128,1.0,0,0,4,370,80,18,19,253000.0
3870,4.0,2.5,2190,9880,1.0,0,0,4,780,79,19,21,630000.0
3871,5.0,2.5,2950,5500,1.5,0,0,5,1230,18,35,64,660500.0
3872,5.0,1.0,1870,7800,1.0,0,0,3,290,103,35,69,262000.0
3873,3.0,3.5,4660,5500,2.0,0,4,5,1620,88,35,46,2147500.0
3874,3.0,2.5,1840,9900,1.0,0,0,3,0,78,3,6,552000.0
3875,2.0,2.5,3180,9400,2.0,0,4,5,570,85,3,5,1411600.0
3876,2.0,1.0,1500,4000,1.0,0,0,3,400,33,35,52,736000.0
3877,3.0,1.75,1730,7416,1.5,0,0,3,0,105,36,62,355000.0
3878,3.0,1.0,1580,7424,1.0,0,0,3,570,103,32,36,305000.0
3879,4.0,2.5,1540,1870,2.0,0,0,3,0,114,16,17,484998.0
3880,4.0,3.5,3390,3979,2.0,0,0,3,780,114,35,74,1054690.0
3881,2.0,1.5,830,1858,2.0,0,0,3,0,105,35,64,334500.0
3882,4.0,2.75,2620,6178,2.0,0,0,3,0,23,27,27,475000.0
3883,3.0,2.5,2242,4500,2.0,0,0,3,0,114,1,45,309780.0
3884,4.0,2.5,2890,7798,2.0,0,0,3,0,105,3,5,795000.0
3885,3.0,2.25,1450,4050,2.0,0,0,3,0,110,21,23,274500.0
3886,2.0,1.5,800,2119,2.0,0,0,3,0,108,35,49,265050.0
3887,3.0,2.5,2280,2502,2.0,0,0,3,400,106,16,15,567500.0
3888,3.0,4.5,3850,62726,2.0,0,0,3,730,23,31,32,915000.0
3889,5.0,2.5,2270,6300,2.0,0,0,3,0,95,1,45,285000.0
3890,3.0,2.5,2250,5692,2.0,0,0,3,0,100,35,65,445838.0
3891,4.0,1.75,2600,11325,1.0,0,0,4,990,69,18,19,304900.0
3892,4.0,2.0,2490,9525,2.0,0,0,5,0,68,23,25,940000.0
3893,4.0,2.5,3160,8281,2.0,0,0,4,0,95,19,21,1127000.0
3894,4.0,4.25,4930,25714,2.0,0,0,3,0,105,1,45,835000.0
3895,3.0,1.0,1440,11250,1.0,0,0,3,0,111,32,33,290000.0
3896,3.0,1.75,1770,8868,1.0,0,0,4,0,59,1,1,250000.0
3897,4.0,2.5,2300,6448,2.0,0,0,3,0,101,18,18,342000.0
3898,4.0,2.5,2980,16263,2.0,0,0,3,0,89,3,5,1012000.0
3899,4.0,2.25,2230,7200,1.0,0,0,4,930,63,36,62,400000.0
3900,3.0,1.75,1830,7969,1.0,0,0,3,900,108,32,33,312500.0
3901,3.0,1.0,1740,10875,1.0,0,0,4,720,62,40,72,267000.0
3902,3.0,1.75,1530,6743,1.0,0,0,3,120,105,35,55,575000.0
3903,3.0,1.5,1520,9041,1.0,0,0,4,0,79,3,3,810000.0
3904,3.0,2.5,3230,5000,2.0,0,2,5,800,45,35,56,850000.0
3905,3.0,3.25,3620,4000,2.0,0,0,3,890,105,35,74,1015000.0
3906,4.0,3.75,5070,60123,2.0,0,0,3,0,100,31,32,1100000.0
3907,3.0,1.75,1570,8750,1.0,0,0,3,0,112,6,66,240000.0
3908,4.0,1.75,2080,7200,1.0,0,0,4,1030,66,1,0,198000.0
3909,4.0,2.5,2230,8624,1.0,0,0,4,800,69,31,31,565000.0
3910,5.0,3.0,3420,18129,2.0,0,0,3,880,105,23,25,1195000.0
3911,8.0,2.75,2790,6695,1.0,0,0,3,1320,104,36,62,340000.0
3912,4.0,2.5,3150,4203,2.0,0,0,3,0,102,19,21,815000.0
3913,4.0,3.25,3930,10929,2.0,0,0,3,0,106,3,3,1875000.0
3914,5.0,3.0,2190,4900,2.0,0,0,5,700,40,35,56,588000.0
3915,4.0,2.5,1890,6962,2.0,0,0,3,0,97,1,45,280500.0
3916,4.0,2.0,1900,76877,1.0,0,0,3,0,103,18,26,390000.0
3917,2.0,1.5,1930,3521,2.0,0,0,3,0,89,3,6,509000.0
3918,3.0,2.5,3316,11447,2.0,0,0,3,0,86,14,13,490600.0
3919,3.0,1.5,1380,4500,1.0,0,0,5,0,60,23,25,650000.0
3920,3.0,4.0,2080,2250,3.0,0,4,3,0,97,35,47,715000.0
3921,3.0,1.0,1240,5000,1.5,0,0,5,0,88,35,50,529950.0
3922,3.0,1.0,1020,8610,1.0,0,0,5,0,59,32,34,265000.0
3923,3.0,2.0,2360,4800,2.0,0,0,3,0,114,35,53,1755000.0
3924,3.0,2.5,2780,33503,1.5,0,1,4,670,69,33,43,1140000.0
3925,3.0,2.0,2300,13418,1.0,0,0,3,870,105,3,3,610000.0
3926,4.0,2.5,2020,4350,2.0,0,0,5,290,43,35,74,554729.0
3927,5.0,1.75,1840,10453,1.0,0,2,3,480,94,6,68,395000.0
3928,3.0,1.0,1390,4814,1.5,0,0,3,0,88,35,54,341000.0
3929,4.0,2.25,2060,11385,1.0,0,0,4,860,62,14,13,264500.0
3930,4.0,2.75,2640,35070,1.5,0,0,3,0,108,18,19,395000.0
3931,3.0,2.25,1980,10115,1.0,0,0,3,0,89,3,4,640000.0
3932,3.0,1.5,1810,5080,1.0,0,0,3,780,104,35,54,430000.0
3933,4.0,2.5,1700,9000,1.0,0,0,5,0,72,19,22,410000.0
3934,4.0,1.0,1200,6000,1.5,0,0,3,0,98,35,49,220000.0
3935,4.0,3.25,2980,3600,2.0,0,0,3,830,99,35,53,1625000.0
3936,2.0,2.75,1350,1252,2.0,0,0,3,230,106,35,63,405500.0
3937,4.0,2.5,2360,10000,1.0,0,3,3,380,104,35,61,633000.0
3938,2.0,1.0,1190,6200,1.0,0,0,3,0,94,36,62,295950.0
3939,4.0,5.0,4110,43560,2.0,0,0,4,0,100,3,4,1042031.0
3940,4.0,2.5,2800,10786,1.0,0,0,3,1380,114,3,7,605000.0
3941,2.0,1.5,920,1598,2.0,0,0,3,0,95,35,62,255000.0
3942,3.0,1.75,1530,8000,2.0,0,0,3,0,78,31,31,474000.0
3943,2.0,1.0,860,5040,1.0,0,0,3,0,101,35,56,370000.0
3944,3.0,2.5,1520,3593,2.0,0,0,3,0,103,21,23,288000.0
3945,2.0,0.75,660,5240,1.0,0,0,4,0,89,18,20,100000.0
3946,5.0,2.5,3580,8921,2.0,0,0,3,0,100,19,21,1150000.0
3947,5.0,2.25,3000,13899,2.0,0,0,4,0,75,31,31,600000.0
3948,5.0,3.25,2740,9629,1.0,0,0,5,1350,77,5,9,515000.0
3949,4.0,2.5,2040,5523,2.0,0,0,3,0,99,6,66,345000.0
3950,6.0,2.75,2520,54160,2.0,1,4,3,0,105,35,65,975000.0
3951,3.0,2.0,2470,8800,2.0,0,0,3,0,104,23,25,850000.0
3952,3.0,2.5,1930,1348,2.0,0,0,3,630,105,35,74,439990.0
3953,3.0,2.5,2950,10254,2.0,0,0,3,0,106,32,37,554950.0
3954,3.0,2.5,2610,6405,2.0,0,0,3,0,101,38,38,605000.0
3955,3.0,1.75,1630,1526,3.0,0,0,3,0,114,35,47,609000.0
3956,3.0,1.5,1400,1022,3.0,0,0,3,0,107,35,54,425000.0
3957,2.0,1.75,1410,1005,1.5,0,0,3,510,111,16,17,399900.0
3958,4.0,3.5,4370,10860,2.0,0,0,3,0,108,32,37,1025000.0
3959,4.0,4.25,5010,19412,2.0,0,1,3,1010,114,23,25,2351956.0
3960,4.0,3.0,2590,6160,2.0,0,0,3,0,114,32,37,519995.0
3961,3.0,1.5,1300,7200,1.0,0,0,5,0,60,19,21,625000.0
3962,3.0,2.5,2320,7609,2.0,0,0,3,0,103,16,15,600000.0
3963,4.0,2.5,2700,4275,2.0,0,0,3,0,103,35,54,1200000.0
3964,4.0,2.25,2920,6513,2.0,0,0,4,660,37,35,53,1738000.0
3965,4.0,3.0,3130,5700,1.5,0,0,3,1380,53,35,54,671000.0
3966,3.0,1.75,1470,4950,1.0,0,0,3,440,84,35,62,459500.0
3967,3.0,2.5,1540,1326,3.0,0,0,3,150,95,35,58,499000.0
3968,4.0,2.5,3160,4620,1.5,0,4,3,1140,105,35,55,1280000.0
3969,3.0,1.75,1480,7700,1.0,0,0,3,0,75,19,22,395000.0
3970,5.0,2.75,3595,5639,2.0,0,0,3,0,114,31,32,861990.0
3971,2.0,1.0,1190,4440,1.0,0,0,3,0,113,35,60,382500.0
3972,4.0,2.25,2340,217014,1.0,0,0,4,0,111,1,45,404950.0
3973,3.0,1.75,1320,2500,1.0,0,0,3,450,18,35,48,530000.0
3974,2.0,1.0,1190,27007,1.0,0,0,4,0,10,16,15,195000.0
3975,4.0,2.25,2350,18600,2.0,0,0,4,0,77,17,16,747500.0
3976,3.0,1.0,1100,8560,1.0,0,0,3,0,104,14,13,199990.0
3977,4.0,1.0,1660,4704,1.5,0,0,3,400,97,35,54,548800.0
3978,4.0,3.0,3040,36246,1.5,0,0,3,360,114,33,42,870000.0
3979,3.0,2.0,1860,4777,2.0,0,0,5,0,8,35,54,588000.0
3980,4.0,3.25,4100,241322,2.0,0,0,3,1600,113,42,41,775000.0
3981,6.0,3.0,4050,36171,2.0,0,0,4,1430,70,16,15,670000.0
3982,2.0,2.0,1240,2500,2.0,0,0,3,0,85,35,56,445000.0
3983,4.0,3.0,2200,10800,1.0,0,0,3,0,112,32,36,300000.0
3984,3.0,2.25,1680,9090,1.0,0,0,4,550,59,3,7,480000.0
3985,3.0,1.0,930,5160,1.5,0,0,5,0,34,35,49,300000.0
3986,3.0,1.5,1800,22000,2.0,0,0,3,0,31,40,69,360000.0
3987,6.0,3.5,3000,8401,1.0,0,0,3,1500,114,35,60,527000.0
3988,3.0,1.5,1820,12686,1.0,0,0,4,0,52,3,3,875000.0
3989,4.0,2.25,1995,7102,2.0,0,0,4,0,81,14,13,266000.0
3990,4.0,3.25,3990,9786,2.0,0,0,3,0,103,31,32,866000.0
3991,2.0,1.5,800,5192,1.0,0,0,5,0,51,35,65,335950.0
3992,3.0,1.0,960,9563,1.0,0,0,5,0,67,14,13,215000.0
3993,4.0,2.5,2286,8269,2.0,0,0,3,0,102,32,34,481000.0
3994,3.0,1.75,2220,11646,1.0,0,0,3,950,105,17,16,320000.0
3995,3.0,1.75,1940,7500,1.5,0,0,4,0,85,12,12,295000.0
3996,3.0,1.5,1640,7222,2.0,0,0,4,0,8,35,51,295000.0
3997,3.0,1.0,1120,10576,1.0,0,0,4,0,69,42,44,320000.0
3998,4.0,2.0,2600,4800,1.0,0,2,3,1200,53,35,58,780000.0
3999,3.0,2.0,1490,4800,2.0,0,0,5,0,85,35,56,437500.0
4000,5.0,1.75,1650,3000,1.5,0,0,3,0,2,35,64,443000.0
4001,4.0,2.5,2400,6137,2.0,0,0,3,0,109,33,42,575000.0
4002,2.0,1.0,1500,6685,1.0,0,0,3,310,103,35,62,245000.0
4003,3.0,2.5,1990,12793,2.0,0,0,3,0,93,17,16,450000.0
4004,2.0,1.5,1130,746,2.0,0,0,3,100,109,35,50,536000.0
4005,3.0,3.25,2030,11070,2.0,0,0,4,0,80,31,31,685000.0
4006,4.0,1.75,1590,7920,2.0,0,0,4,0,101,36,62,373000.0
4007,3.0,1.75,1480,8394,1.0,0,0,4,0,71,31,31,450000.0
4008,4.0,2.5,2690,18653,2.0,0,0,3,0,85,33,42,645000.0
4009,3.0,2.5,3870,46609,2.0,0,3,3,0,97,3,7,1275000.0
4010,3.0,1.0,1390,6000,1.0,0,0,3,0,105,32,34,230000.0
4011,3.0,2.75,1830,1850,2.0,0,0,3,140,111,16,15,593000.0
4012,2.0,2.0,1580,5750,1.0,0,0,5,790,10,35,55,558000.0
4013,3.0,2.25,2590,15229,2.0,0,3,3,0,84,10,73,538250.0
4014,5.0,2.5,2510,8050,1.0,0,0,4,1020,77,19,22,475000.0
4015,3.0,1.5,1180,7300,1.0,0,0,4,0,68,1,1,209950.0
4016,3.0,2.25,1450,19206,2.0,0,0,3,0,89,33,42,410000.0
4017,3.0,2.5,3110,6765,2.0,0,1,4,560,89,35,54,1636000.0
4018,5.0,2.5,2860,68519,2.0,0,0,5,0,58,38,38,670000.0
4019,3.0,2.75,2760,8476,1.0,0,0,4,1070,67,23,25,821000.0
4020,5.0,2.0,2800,17788,1.0,0,0,4,1400,63,19,21,665000.0
4021,3.0,2.5,1450,3748,2.0,0,0,3,0,103,38,38,339000.0
4022,4.0,2.0,2530,5650,1.5,0,0,4,620,10,35,55,631500.0
4023,3.0,2.0,1640,2808,1.0,0,3,4,820,24,35,64,570000.0
4024,3.0,1.75,2220,17568,1.0,0,0,4,0,67,42,41,437000.0
4025,3.0,2.5,2040,10086,2.0,0,0,3,0,100,31,31,542500.0
4026,3.0,1.0,1230,6000,1.0,0,0,4,0,67,1,1,229500.0
4027,2.0,1.0,1060,7700,1.0,0,0,3,240,113,32,33,170500.0
4028,3.0,2.5,1920,9625,2.0,0,0,3,0,93,27,27,391500.0
4029,3.0,2.5,1520,4170,2.0,0,0,3,0,103,21,23,296475.0
4030,4.0,3.25,3770,4103,2.0,0,0,5,1060,25,35,52,1450000.0
4031,3.0,2.5,3540,38322,2.0,0,0,3,0,89,31,32,888550.0
4032,4.0,3.0,5430,108900,2.0,0,0,4,0,87,31,32,1360000.0
4033,3.0,2.0,2250,7904,1.5,0,0,3,0,106,1,0,328000.0
4034,4.0,2.5,2090,5195,2.0,0,0,3,0,107,18,19,300000.0
4035,3.0,2.5,1720,3012,2.0,0,0,3,0,111,35,62,500000.0
4036,3.0,2.5,1910,2091,2.0,0,0,3,0,114,16,17,494815.0
4037,3.0,2.5,1601,2491,3.0,0,0,3,65,107,35,60,378000.0
4038,2.0,2.25,1060,1209,2.0,0,0,3,120,106,35,46,505000.0
4039,4.0,2.75,2330,3920,2.0,0,0,3,0,105,16,17,680000.0
4040,3.0,2.5,2370,4200,2.0,0,0,3,0,114,21,23,351999.0
4041,3.0,2.5,1420,1237,3.0,0,0,3,0,114,35,50,510000.0
4042,4.0,2.25,2360,4000,2.0,0,0,3,0,23,35,53,1300000.0
4043,2.0,1.5,1260,1575,2.0,0,0,3,0,101,35,64,374000.0
4044,3.0,2.5,3030,9053,2.0,0,0,3,0,109,32,37,509900.0
4045,3.0,1.75,1140,1201,2.0,0,0,3,0,114,35,51,230000.0
4046,5.0,2.5,2820,9375,1.0,0,0,4,1270,68,3,5,527700.0
4047,2.0,2.0,1270,1372,3.0,0,0,3,0,100,35,54,438000.0
4048,3.0,2.5,3180,12600,2.0,0,0,4,0,100,33,42,900000.0
4049,3.0,2.25,2790,13791,1.0,0,3,3,0,106,26,68,1131000.0
4050,4.0,2.25,2570,9503,2.0,0,0,3,0,80,5,9,439000.0
4051,2.0,1.0,1080,2674,1.0,0,0,4,360,85,35,51,315000.0
4052,4.0,4.0,3010,7221,2.0,0,0,3,0,103,33,43,765000.0
4053,3.0,2.25,2120,14915,1.0,0,0,3,400,114,1,0,332000.0
4054,3.0,2.25,1900,46609,1.5,0,0,4,460,69,42,41,600000.0
4055,3.0,2.5,2860,43821,2.0,0,0,4,0,90,1,45,378500.0
4056,3.0,1.0,910,10575,1.0,0,0,4,0,68,14,2,190000.0
4057,4.0,2.5,2850,37522,2.0,0,0,3,0,100,33,43,645000.0
4058,2.0,2.5,2560,2500,2.0,0,0,5,870,1,35,53,780000.0
4059,3.0,1.75,1570,16817,2.0,0,0,3,0,82,27,27,370000.0
4060,4.0,3.5,3110,108464,2.0,0,2,4,0,79,33,43,875000.0
4061,4.0,3.75,4740,126759,2.0,0,0,4,0,91,16,15,1049000.0
4062,3.0,1.0,1340,13750,1.0,0,0,4,0,109,3,5,479000.0
4063,4.0,2.25,2600,6390,1.0,0,0,3,1210,78,14,13,245000.0
4064,3.0,1.75,1070,8030,1.0,0,0,3,0,114,31,31,542000.0
4065,3.0,2.25,1820,9670,2.0,0,0,3,0,84,31,31,557500.0
4066,2.0,1.0,1060,3040,1.0,0,0,3,200,111,35,47,480000.0
4067,3.0,2.25,2220,4060,1.0,0,0,3,890,93,35,57,330000.0
4068,3.0,1.0,1350,8700,1.5,0,0,3,0,99,34,72,160000.0
4069,5.0,2.75,2510,9180,1.0,0,1,4,910,75,31,31,695500.0
4070,5.0,2.5,2340,13713,1.0,0,0,2,670,67,14,2,235500.0
4071,3.0,1.0,1060,7920,1.0,0,0,4,0,68,35,49,326500.0
4072,4.0,2.5,2200,8065,2.0,0,0,3,0,106,18,19,300000.0
4073,3.0,1.0,1400,8100,1.5,0,0,3,0,44,35,60,267000.0
4074,3.0,1.5,1520,7123,1.0,0,0,4,0,59,32,34,292600.0
4075,5.0,3.0,1810,3000,2.0,0,0,3,0,106,35,57,362000.0
4076,2.0,2.0,2360,11340,1.5,0,0,3,0,97,23,25,1087500.0
4077,2.0,1.75,1210,1032,2.0,0,0,3,0,114,16,17,357562.0
4078,3.0,2.5,3420,25150,1.0,0,0,4,1670,87,3,5,789900.0
4079,3.0,2.5,1810,4592,2.0,0,0,3,0,92,16,17,513000.0
4080,3.0,2.25,2760,10160,1.0,0,0,3,0,110,32,36,336000.0
4081,4.0,2.25,1950,9800,1.0,0,0,3,620,97,19,21,560000.0
4082,3.0,2.5,3830,48743,2.0,0,0,3,0,91,3,5,1150000.0
4083,4.0,2.25,2060,7283,1.0,0,0,3,840,113,36,67,410000.0
4084,3.0,1.0,1650,6400,1.0,0,0,4,670,79,35,49,371500.0
4085,4.0,1.75,2100,11942,1.0,0,0,3,1070,100,35,49,368000.0
4086,4.0,3.0,3720,57499,1.0,0,0,3,1840,103,7,10,650000.0
4087,4.0,2.5,1920,8562,2.0,0,2,4,0,94,12,12,308950.0
4088,3.0,2.0,1860,217800,2.0,0,2,3,0,106,32,37,440000.0
4089,2.0,2.5,2290,3507,2.0,0,0,3,0,105,16,17,630000.0
4090,3.0,1.75,1200,9085,1.0,0,0,4,0,68,14,13,228950.0
4091,4.0,3.5,5270,53428,2.0,0,0,3,1830,103,32,36,782000.0
4092,3.0,2.5,1600,2788,2.0,0,0,4,0,92,18,19,245000.0
